COMMAND     PID             USER   FD      TYPE             DEVICE   SIZE/OFF                NODE NAME
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     139568 1152921500312485360 /System/Library/UserEventPlugins/com.apple.universalaccess.events.plugin/Contents/MacOS/com.apple.universalaccess.events
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136512 1152921500312485412 /System/Library/UserEventPlugins/com.apple.usernotificationcenter.matching.plugin/Contents/MacOS/com.apple.usernotificationcenter.matching
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136592 1152921500312485425 /System/Library/UserEventPlugins/routined.events.plugin/Contents/MacOS/routined.events
UserEvent   595 tokuyamamorimasa  txt       REG               1,16   32986592 1152921500312520346 /usr/share/icu/icudt72l.dat
UserEvent   595 tokuyamamorimasa    0r      CHR                3,2        0t0                 338 /dev/null
UserEvent   595 tokuyamamorimasa    1u      CHR                3,2        0t0                 338 /dev/null
UserEvent   595 tokuyamamorimasa    2u      CHR                3,2      0t569                 338 /dev/null
UserEvent   595 tokuyamamorimasa    3u     unix 0x9115f7317ac0c96f        0t0                     ->0x9115f7317ac0ca37
UserEvent   595 tokuyamamorimasa    4u   KQUEUE                                                   count=0, state=0x8
UserEvent   595 tokuyamamorimasa    5r      DIR               1,16        192              267017 /Users/tokuyamamorimasa/Library/studentd
UserEvent   595 tokuyamamorimasa    6r      DIR               1,16       3424              252240 /Users/tokuyamamorimasa/Library
UserEvent   595 tokuyamamorimasa    7r      DIR               1,16       3008              252233 /Users/tokuyamamorimasa
UserEvent   595 tokuyamamorimasa    8r      DIR               1,16        160               23684 /Users
UserEvent   595 tokuyamamorimasa    9r      DIR               1,16         64              252507 /private/var/folders/84/s8rqb2lj6kj4xs5t6z97yx1c0000gn/0/com.apple.lockoutagent
UserEvent   595 tokuyamamorimasa   10r      DIR               1,16        672 1152921500311879682 /System/Volumes/Data
UserEvent   595 tokuyamamorimasa   11r      DIR               1,16        448 1152921500312488315 /System/Volumes
UserEvent   595 tokuyamamorimasa   12r      DIR               1,16        320 1152921500311879701 /System
UserEvent   595 tokuyamamorimasa   13u   KQUEUE                                                   count=0, state=0x8
UserEvent   595 tokuyamamorimasa   14r      DIR               1,16         64            30313386 /private/var/db/DiagnosticsReporter
UserEvent   595 tokuyamamorimasa   15r      DIR               1,16       2208            30297475 /Library
